NAME,PLATFORM,YEAR,GENRE,PUBLISHER,GLOBAL_SALES,SALES_TIER
Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,0.11,3
Picross 3D 2,3DS,2015.0,Puzzle,Nintendo,0.11,3
Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.11,3
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006.0,Misc,Square Enix,0.11,3
Tetris Evolution,X360,2007.0,Puzzle,THQ,0.11,3
Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.11,3
Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,0.11,3
Attack of the Movies 3D,Wii,2010.0,Shooter,Majesco Entertainment,0.11,3
Railroad Tycoon II,PS,1999.0,Strategy,PopTop Software,0.11,3
Angry Birds Star Wars,WiiU,2013.0,Strategy,Activision,0.11,3
Hysteria Hospital: Emergency Ward,DS,2009.0,Action,Oxygen Interactive,0.11,3
The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,0.11,3
Transformer: Rise of the Dark Spark,XOne,2014.0,Action,Activision,0.11,3
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,Konami Digital Entertainment,0.11,3
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993.0,Role-Playing,TOHO,0.11,3
The BIGS,PSP,2007.0,Sports,Take-Two Interactive,0.11,3
Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.11,3
My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,0.11,3
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.11,3
Victory Zone,PS,1995.0,Misc,Sony Computer Entertainment,0.11,3
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.11,3
Goal Storm '97,PS,1996.0,Sports,Konami Digital Entertainment,0.11,3
Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,0.11,3
Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,0.11,3
Pachi-Slot Aruze Oukoku 3,PS,2000.0,Misc,Aruze Corp,0.11,3
Science Papa,DS,2009.0,Misc,Activision,0.11,3
Tournament Pool,Wii,2009.0,Sports,Destineer,0.11,3
Cabela's North American Adventures,X360,2010.0,Sports,Activision,0.11,3
Aqua Aqua,PS2,2000.0,Puzzle,3DO,0.11,3
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.11,3
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.11,3
Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.11,3
Black Bass with Blue Marlin,PS,1999.0,Sports,Starfish,0.11,3
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,Nintendo,0.11,3
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,Aqua Plus,0.11,3
Hyper Formation Soccer,PS,1995.0,Sports,Human Entertainment,0.11,3
Tiger Woods PGA Tour 06,GC,2005.0,Sports,Electronic Arts,0.11,3
Jupiter Strike,PS,1994.0,Shooter,Acclaim Entertainment,0.11,3
Sudokuro,DS,2007.0,Puzzle,Crave Entertainment,0.11,3
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.11,3
Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,Unknown,0.11,3
The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.11,3
Metal Gear Solid Integral,PS,1999.0,Adventure,Konami Digital Entertainment,0.11,3
Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,0.11,3
FIFA World Cup Germany 2006,PSP,2006.0,Sports,Electronic Arts,0.11,3
Disney's Chicken Little: Ace In Action,Wii,,Shooter,Disney Interactive Studios,0.11,3
Lego Star Wars: The Force Awakens,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.11,3
Reign of Fire,GC,2002.0,Shooter,BAM! Entertainment,0.11,3
Rock Band Track Pack: Classic Rock,PS3,2009.0,Misc,MTV Games,0.11,3
Rock Revolution,DS,2008.0,Misc,Konami Digital Entertainment,0.11,3
Big League Sports: Summer,DS,2009.0,Sports,Activision,0.11,3
Tom Clancy's HAWX 2,Wii,2010.0,Action,Ubisoft,0.11,3
Sakura Wars,DC,2000.0,Adventure,Sega,0.11,3
Jampack Volume 14 (RP-T),PS2,2006.0,Misc,Sony Computer Entertainment,0.11,3
Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,Sega,0.11,3
Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,Electronic Arts,0.11,3
Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.11,3
Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,0.11,3
Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,Square Enix,0.11,3
Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.11,3
Fight Club,XB,2004.0,Fighting,Vivendi Games,0.11,3
Carnage Heart,PS,1995.0,Strategy,Sony Computer Entertainment,0.11,3
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,Take-Two Interactive,0.11,3
Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,Namco Bandai Games,0.11,3
Robotics;Notes,PS3,2012.0,Adventure,5pb,0.11,3
Disney Channel Collection Vol. 1,GBA,2004.0,Misc,N/A,0.11,3
Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.11,3
Virtual Hydlide,SAT,1995.0,Role-Playing,Sega,0.11,3
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,Activision,0.11,3
Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,0.11,3
Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,0.11,3
Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,0.11,3
The Bachelor: The Videogame,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.11,3
Space Invaders,GBA,2002.0,Shooter,Activision,0.11,3
BlazBlue: Chrono Phantasma,PSV,2014.0,Fighting,Arc System Works,0.11,3
Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,0.11,3
Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.11,3
Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,0.11,3
Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,0.11,3
Dreamer Series: Top Model,DS,2009.0,Simulation,DreamCatcher Interactive,0.11,3
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,Konami Digital Entertainment,0.11,3
Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,0.11,3
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,3
The First Templar,X360,2011.0,Action,Kalypso Media,0.11,3
X-Men: The Official Game,DS,2006.0,Action,Activision,0.11,3
Dead to Rights II,XB,2005.0,Shooter,Electronic Arts,0.11,3
Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,0.11,3
Project: Horned Owl,PS,1995.0,Shooter,Sony Computer Entertainment,0.11,3
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,0.11,3
Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.11,3
SingStar Guitar,PS3,2010.0,Misc,Sony Computer Entertainment,0.11,3
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,Namco Bandai Games,0.11,3
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.11,3
Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,Konami Digital Entertainment,0.11,3
Cabela's Dangerous Hunts 2,XB,2005.0,Sports,Activision,0.11,3
Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0.11,3
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011.0,Sports,Tecmo Koei,0.11,3
SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.11,3
Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,0.11,3
D,PS,1995.0,Adventure,Acclaim Entertainment,0.11,3
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.1,3
Ennichi no Tatsujin,Wii,2006.0,Misc,Namco Bandai Games,0.1,3
Squinkies 2: Adventure Mall Surprize!,DS,2011.0,Platform,Activision,0.1,3
Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,ASCII Entertainment,0.1,3
Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,0.1,3
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.1,3
Contact,DS,2006.0,Role-Playing,Rising Star Games,0.1,3
Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,0.1,3
Princess Debut,DS,2008.0,Misc,Cave,0.1,3
My First Dollhouse,DS,2010.0,Misc,505 Games,0.1,3
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.1,3
Family Party: 30 Great Games,Wii,2008.0,Misc,D3Publisher,0.1,3
Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.1,3
Derby Stallion P,PSP,2006.0,Sports,Enterbrain,0.1,3
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,0.1,3
UFC: Tapout 2,XB,2003.0,Fighting,Capcom,0.1,3
Adventure Time: Finn & Jake Investigations,PS3,2015.0,Action,Little Orbit,0.1,3
Kamen Rider: Battride War II,PS3,2014.0,Action,Namco Bandai Games,0.1,3
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,Konami Digital Entertainment,0.1,3
Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.1,3
Imagine: Soccer Captain,DS,2009.0,Sports,Ubisoft,0.1,3
Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,Konami Digital Entertainment,0.1,3
Vexx,XB,2003.0,Platform,Acclaim Entertainment,0.1,3
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.1,3
Taiko no Tatsujin: V Version,PSV,2015.0,Action,Namco Bandai Games,0.1,3
Pariah,XB,2005.0,Action,Hip Interactive,0.1,3
Cabela's Outdoor Adventures,XB,2005.0,Sports,Zoo Digital Publishing,0.1,3
Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.1,3
Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,0.1,3
The Smurfs 2,Wii,2013.0,Platform,Ubisoft,0.1,3
Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,0.1,3
Fatal Frame 2: Wii Edition,Wii,2012.0,Action,Nintendo,0.1,3
Dancing on Ice,Wii,2010.0,Sports,Ghostlight,0.1,3
Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,Namco Bandai Games,0.1,3
Banjo-Pilot,GBA,2005.0,Racing,THQ,0.1,3
Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,3
Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.1,3
Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.1,3
Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.1,3
Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,Namco Bandai Games,0.1,3
Exit DS,DS,2008.0,Puzzle,Square Enix,0.1,3
Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,PQube,0.1,3
Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.1,3
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.1,3
Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,0.1,3
The Whispered World,PC,2009.0,Adventure,Deep Silver,0.1,3
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.1,3
Learn Chess,DS,2009.0,Misc,DreamCatcher Interactive,0.1,3
Happy Feet Two,PS3,,Action,Warner Bros. Interactive Entertainment,0.1,3
Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.1,3
Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,0.1,3
The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.1,3
Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,0.1,3
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,0.1,3
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,Sony Computer Entertainment,0.1,3
Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,3
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,Namco Bandai Games,0.1,3
Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,0.1,3
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,Konami Digital Entertainment,0.1,3
Nicktoons: MLB,DS,2011.0,Sports,Take-Two Interactive,0.1,3
Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,3
Corvette Evolution GT,DS,2008.0,Racing,Black Bean Games,0.1,3
May's Mystery: Forbidden Memories,DS,2011.0,Puzzle,Mastertronic,0.1,3
PictoImage,DS,2007.0,Puzzle,Sega,0.1,3
Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,Atlus,0.1,3
Ridge Racer 2,PSP,2006.0,Racing,Sony Computer Entertainment,0.1,3
Momotarou Dentetsu 16,Wii,2007.0,Misc,Hudson Soft,0.1,3
Igor: The Game,Wii,2008.0,Adventure,CDV Software Entertainment,0.1,3
Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.1,3
Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,0.1,3
Rome: Total War,PC,2004.0,Strategy,Activision,0.1,3
Green Lantern: Rise of the Manhunters,Wii,2011.0,Action,Warner Bros. Interactive Entertainment,0.1,3
Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.1,3
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,3
Syberia,XB,2003.0,Action,Microids,0.1,3
G1 Jockey 3,PS2,2002.0,Sports,THQ,0.1,3
Shrek: Forever After,X360,2010.0,Platform,Activision,0.1,3
Atsumare! Power Pro Kun no DS Koushien,DS,,Sports,N/A,0.1,3
Revolution X,PS,1995.0,Shooter,Acclaim Entertainment,0.1,3
Myst,DS,2007.0,Adventure,Midway Games,0.1,3
Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,0.1,3
Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,0.1,3
Risen 3: Titan Lords,PS3,2014.0,Role-Playing,Deep Silver,0.1,3
Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,0.1,3
Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.1,3
Doko Demo Issho,PSP,2004.0,Misc,Sony Computer Entertainment,0.1,3
Alvin and the Chipmunks: The Squeakquel,Wii,2009.0,Misc,Majesco Entertainment,0.1,3
The Story of Noah's Ark,DS,2010.0,Action,SouthPeak Games,0.1,3
Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,0.1,3
Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,0.1,3
Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,0.1,3
Beyond Good & Evil,XB,2003.0,Adventure,Ubisoft,0.1,3
Blitz: The League II,X360,2008.0,Sports,Midway Games,0.1,3
Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.1,3
Vandal Hearts II,PS,1999.0,Strategy,Konami Digital Entertainment,0.1,3
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995.0,Fighting,Atlus,0.1,3
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,Ubisoft Annecy,0.1,3
Medal of Honor: Vanguard,Wii,2007.0,Shooter,Electronic Arts,0.1,3
Toaru Majutsu no Index,PSP,2011.0,Adventure,Kadokawa Shoten,0.1,3
Dora's Cooking Club,DS,2010.0,Misc,Take-Two Interactive,0.1,3
ESA Game Pack,PS3,2010.0,Misc,Sony Computer Entertainment,0.1,3
America's Next Top Model,DS,2008.0,Action,Eidos Interactive,0.1,3
God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,Namco Bandai Games,0.1,3
Uta no Prince-Sama: Music,PSP,2011.0,Misc,Broccoli,0.1,3
UNO / Skip-Bo / UNO Freefall,DS,2006.0,Misc,Zoo Digital Publishing,0.1,3
Culdcept DS,DS,2008.0,Strategy,Sega,0.1,3
Colin McRae Rally 04,XB,2004.0,Racing,Codemasters,0.1,3
Monster Jam: Maximum Destruction,GBA,2002.0,Racing,Ubisoft,0.1,3
The King of Fighters: Dream Match 1999,DC,1999.0,Fighting,SNK,0.1,3
FIFA Street,XB,2005.0,Sports,Electronic Arts,0.1,3
Truth or Lies,Wii,2010.0,Misc,THQ,0.1,3
Weiss Schwarz Portable,PSP,2011.0,Strategy,Namco Bandai Games,0.1,3
Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,Konami Digital Entertainment,0.1,3
Dungeons & Dragons Tactics,PSP,2007.0,Strategy,Atari,0.1,3
X-Men: Children of the Atom,PS,1998.0,Fighting,Acclaim Entertainment,0.1,3
Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,THQ,0.1,3
Dora & Kai-Lan's Pet Shelter,DS,2011.0,Strategy,Take-Two Interactive,0.1,3
DJ Max Fever,PSP,2009.0,Misc,PM Studios,0.1,3
Math Blaster in the Prime Adventure,DS,2009.0,Misc,Majesco Entertainment,0.1,3
Football Director DS,DS,2008.0,Sports,Pinnacle,0.1,3
Shellshock,PS,1995.0,Action,Core Design Ltd.,0.1,3
Blue Stinger,DC,1999.0,Adventure,Activision,0.1,3
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,0.1,3
The Destiny of Zorro,Wii,2009.0,Action,505 Games,0.1,3
Hot Wheels Ultimate Racing,PSP,2007.0,Action,Activision,0.1,3
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,0.1,3
Inazuma Eleven GO Strikers 2013,Wii,2012.0,Role-Playing,Level 5,0.1,3
Metal Gear Solid HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,0.1,3
Hunter: The Reckoning,GC,2002.0,Action,Virgin Interactive,0.1,3
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007.0,Misc,Paon,0.1,3
Urban Chaos,PS,1999.0,Action,Eidos Interactive,0.1,3
Creeper World 3: Arc Eternal,Wii,2009.0,Strategy,Namco Bandai Games,0.1,3
Monkey Mischief! Party Time,Wii,2008.0,Misc,Activision,0.1,3
Draglade,DS,2007.0,Fighting,505 Games,0.1,3
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007.0,Misc,Shogakukan,0.1,3
Water Sports,Wii,2009.0,Action,Avanquest,0.1,3
Freaky Flyers,PS2,2003.0,Racing,Midway Games,0.1,3
Baten Kaitos Origins,GC,2006.0,Role-Playing,Unknown,0.1,3
E·O·E: Eve of Extinction,PS2,2002.0,Fighting,Eidos Interactive,0.1,3
Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,0.1,3
Dark Summit,XB,2001.0,Sports,THQ,0.1,3
Penguin no Mondai: The World,DS,2010.0,Adventure,Konami Digital Entertainment,0.1,3
My Healthy Cooking Coach,DS,,Simulation,Unknown,0.1,3
Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,Tecmo Koei,0.1,3
Flushed Away,DS,2006.0,Platform,D3Publisher,0.1,3
Surf's Up,X360,2007.0,Sports,Ubisoft,0.1,3
Hakuouki Portable,PSP,2009.0,Adventure,Idea Factory,0.1,3
NHL 2004,GC,2003.0,Sports,Electronic Arts,0.1,3
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009.0,Role-Playing,Bethesda Softworks,0.1,3
Cabela's Adventure Camp,X360,2011.0,Misc,Activision,0.1,3
KORG DS-10 Synthesizer Plus,DS,2009.0,Misc,AQ Interactive,0.1,3
World Snooker Championship 2007,PS3,2007.0,Sports,Sega,0.1,3
X-Men: The Official Game,XB,2006.0,Action,Activision,0.1,3
RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.1,3
Digimon Adventure,PSP,2013.0,Role-Playing,Namco Bandai Games,0.1,3
Doom 3,PC,2004.0,Shooter,Activision,0.1,3
The Ant Bully,PS2,2006.0,Platform,Midway Games,0.1,3
Conflict: Global Terror,XB,2005.0,Shooter,SCi,0.1,3
Minority Report: Everybody Runs,GC,2002.0,Action,Activision,0.1,3
Monster Rancher EVO,PS2,2005.0,Role-Playing,Tecmo Koei,0.1,3
Project Hacker: Kakusei,DS,2006.0,Action,Nintendo,0.1,3
Pajama Sam: Don't Fear The Dark,Wii,2008.0,Adventure,Atari,0.1,3
GRID Autosport,X360,2014.0,Racing,Codemasters,0.1,3
World Series of Poker 2008: Battle for the Bracelets,PS3,2007.0,Misc,Activision,0.1,3
Wasteland 2,PS4,2015.0,Role-Playing,Deep Silver,0.1,3
Guitar Hero: Van Halen,PS2,2009.0,Misc,Activision,0.1,3
Olympic Summer Games: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.1,3
Little League World Series Baseball 2008,Wii,2008.0,Sports,Activision,0.1,3
Disney's The Haunted Mansion,GC,2003.0,Platform,Take-Two Interactive,0.1,3
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008.0,Fighting,Capcom,0.1,3
Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,505 Games,0.1,3
Darius Gaiden,SAT,1995.0,Shooter,Acclaim Entertainment,0.1,3
All Kamen Rider: Rider Generation 2,DS,2012.0,Action,Namco Bandai Games,0.1,3
Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.1,3
Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.1,3
Tom Clancy's Ghost Recon: Predator,PSP,2010.0,Shooter,Ubisoft,0.1,3
You Don't Know Jack: Mock 2,PS,2000.0,Misc,Vivendi Games,0.1,3
Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,Namco Bandai Games,0.1,3
3D Tank Warfare Simulator Panzer Front,PS,1999.0,Simulation,Avalon Interactive,0.1,3
[Prototype 2],PC,2012.0,Action,Activision,0.1,3
NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,0.1,3
Sudoku Mania,DS,2006.0,Puzzle,Zoo Digital Publishing,0.1,3
Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,0.1,3
Rolling Stone: Drum King,Wii,2009.0,Misc,505 Games,0.1,3
Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.1,3
Lord of Apocalypse,PSV,2011.0,Role-Playing,Square Enix,0.1,3
Bejeweled Twist,DS,2010.0,Puzzle,PopCap Games,0.1,3
Rock Band 3,DS,2010.0,Misc,MTV Games,0.1,3
Kabushiki Baibai Trainer: Kabutore!,DS,2006.0,Simulation,Konami Digital Entertainment,0.1,3
Sword & Sorcery,SAT,1996.0,Role-Playing,Micro Cabin,0.1,3
Van Helsing,GBA,2004.0,Action,Activision,0.1,3
NFL Tour,X360,2008.0,Sports,Electronic Arts,0.1,3
Bee Movie Game,PS2,2007.0,Action,Activision,0.1,3
NBA Live 16,XOne,2015.0,Sports,Electronic Arts,0.1,3
Spider-Man: Web of Shadows,DS,2008.0,Action,Activision,0.1,3
Bullet Witch,X360,2006.0,Shooter,Atari,0.1,3
USA Today Puzzle Craze,DS,2009.0,Puzzle,Destineer,0.1,3
Machi-Ing Maker 3 x Tousouchuu,PSP,2010.0,Simulation,D3Publisher,0.1,3
Kelly Slater's Pro Surfer,XB,2002.0,Sports,Activision,0.1,3
SNK vs. Capcom: SVC Chaos,XB,2004.0,Fighting,Ignition Entertainment,0.1,3
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.1,3
Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997.0,Shooter,Namco Bandai Games,0.1,3
Vanishing Point,PS,2001.0,Racing,Acclaim Entertainment,0.1,3
SCORE International Baja 1000: The Official Game,Wii,2008.0,Racing,Activision,0.1,3
Dragonseeds,PS,1998.0,Action,Jaleco,0.1,3
The Bard's Tale,XB,2004.0,Role-Playing,Ubisoft,0.1,3
Opoona,Wii,2007.0,Role-Playing,Tecmo Koei,0.1,3
Big League Sports,Wii,2008.0,Sports,Activision,0.1,3
nail'd,X360,2010.0,Racing,Deep Silver,0.1,3
Nodame Cantabile,DS,2007.0,Misc,Namco Bandai Games,0.1,3
Alien Hominid,PS2,2004.0,Shooter,Zoo Digital Publishing,0.1,3
Record of Agarest War Zero,X360,2010.0,Strategy,Compile Heart,0.1,3
L'Aigle de Guerre,GBA,2001.0,Strategy,Nintendo,0.1,3
Jeopardy!,N64,1998.0,Misc,GameTek,0.1,3
Disney's Donald Duck: Goin' Quackers,N64,2000.0,Platform,Ubisoft,0.1,3
Aidyn Chronicles: The First Mage,N64,2001.0,Role-Playing,THQ,0.1,3
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.1,3
Virtual Pool 64,N64,1998.0,Sports,Crave Entertainment,0.1,3
Indy Racing 2000,N64,2000.0,Racing,Infogrames,0.1,3
Flying Dragon,N64,1997.0,Fighting,Natsume,0.1,3
International Superstar Soccer 64 (weekly JP sales),N64,1997.0,Sports,Konami Digital Entertainment,0.1,3
Lode Runner 3-D,N64,1998.0,Action,Infogrames,0.1,3
The History Channel: Civil War - Secret Missions,PS3,2008.0,Shooter,Activision,0.1,3
GT64 Championship Edition,N64,1998.0,Racing,Ocean,0.1,3
Milo's Astro Lanes,N64,1998.0,Sports,Interplay,0.1,3
Gekido,PS,1999.0,Fighting,Infogrames,0.1,3
Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,Electronic Arts,0.1,3
Fifi and the Flowertots,DS,2009.0,Misc,Avanquest,0.1,3
Disney's The Jungle Book,GBA,2002.0,Platform,Ubisoft,0.1,3
King of Clubs: Mini Golf,Wii,2008.0,Sports,Oxygen Interactive,0.1,3
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,Capcom,0.1,3
Cate West: The Vanishing Files,DS,2008.0,Adventure,Oxygen Interactive,0.1,3
Army Men World War: Team Assault,PS,2001.0,Action,3DO,0.1,3
Tom Clancy's Splinter Cell,GBA,2003.0,Action,Ubisoft,0.1,3
Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,Electronic Arts,0.1,3
NHL 2K6,X360,2005.0,Sports,Take-Two Interactive,0.1,3
Marvel vs. Capcom: Clash of Super Heroes,DC,1999.0,Fighting,Capcom,0.1,3
NBA Ballers: Rebound,PSP,2006.0,Sports,Midway Games,0.1,3
King's Field: The Ancient City,PS2,2001.0,Role-Playing,Metro 3D,0.1,3
LEGO Rock Raiders,PS,1999.0,Strategy,LEGO Media,0.1,3
Silent Scope Complete,XB,2004.0,Shooter,Konami Digital Entertainment,0.1,3
Digimon All-Star Rumble,PS3,2014.0,Fighting,Namco Bandai Games,0.1,3
Ghost in the Shell,PS,1997.0,Simulation,Sony Computer Entertainment,0.1,3
